Code,Date,Fy,Indicator,Units,Values,BasinOrZone,Supplier,Region,Environment,SubBasinOrSubZone,WatercourseOrGeographicArea,SubBasinArea,SubBasinProportionOfBasin,Lat,Long,Wqo,Lor,Sf,Failure,Stat
LOU6.0,2018-09-27T00:00:01Z,2019,Low_DO,%.Sat,54.6,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2018-09-27T00:00:01Z,2019,TP,mg.L,0.15,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2018-09-27T00:00:01Z,2019,Turbidity,NTU,9,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2018-10-22T00:00:01Z,2019,DIN,mg.L,0.71,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2018-10-22T00:00:01Z,2019,High_DO,%.Sat,99.2,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2018-10-22T00:00:01Z,2019,Low_DO,%.Sat,99.2,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2018-10-22T00:00:01Z,2019,TP,mg.L,0.11,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2018-10-22T00:00:01Z,2019,Turbidity,NTU,12.3,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2018-11-23T00:00:01Z,2019,DIN,mg.L,0.06,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2018-11-23T00:00:01Z,2019,High_DO,%.Sat,5.27,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2018-11-23T00:00:01Z,2019,Low_DO,%.Sat,5.27,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2018-11-23T00:00:01Z,2019,TP,mg.L,0.09,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2018-11-23T00:00:01Z,2019,Turbidity,NTU,18.2,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2018-12-11T00:00:01Z,2019,DIN,mg.L,2.5,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2018-12-11T00:00:01Z,2019,High_DO,%.Sat,37.5,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2018-12-11T00:00:01Z,2019,Low_DO,%.Sat,37.5,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2018-12-11T00:00:01Z,2019,TP,mg.L,0.24,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2018-12-11T00:00:01Z,2019,Turbidity,NTU,25.6,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-01-24T00:00:01Z,2019,DIN,mg.L,0.013000000000000001,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-01-24T00:00:01Z,2019,High_DO,%.Sat,80.9,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-01-24T00:00:01Z,2019,Low_DO,%.Sat,80.9,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-01-24T00:00:01Z,2019,TP,mg.L,0.11,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-01-24T00:00:01Z,2019,Turbidity,NTU,22.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-02-15T00:00:01Z,2019,DIN,mg.L,0.25,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-02-15T00:00:01Z,2019,High_DO,%.Sat,30,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-02-15T00:00:01Z,2019,Low_DO,%.Sat,30,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-02-15T00:00:01Z,2019,TP,mg.L,0.31,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-02-15T00:00:01Z,2019,Turbidity,NTU,8.4,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-03-08T00:00:01Z,2019,DIN,mg.L,0.09,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-03-08T00:00:01Z,2019,High_DO,%.Sat,73.5,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-03-08T00:00:01Z,2019,Low_DO,%.Sat,73.5,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-03-08T00:00:01Z,2019,TP,mg.L,0.02,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-03-08T00:00:01Z,2019,Turbidity,NTU,14.7,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-04-02T00:00:01Z,2019,DIN,mg.L,0.0633,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-04-02T00:00:01Z,2019,High_DO,%.Sat,68.8,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-04-02T00:00:01Z,2019,Low_DO,%.Sat,68.8,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-04-02T00:00:01Z,2019,TP,mg.L,0.18,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-04-02T00:00:01Z,2019,Turbidity,NTU,26.3,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-05-03T00:00:01Z,2019,DIN,mg.L,0.055200000000000006,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-05-03T00:00:01Z,2019,High_DO,%.Sat,66.7,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-05-03T00:00:01Z,2019,Low_DO,%.Sat,66.7,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-05-03T00:00:01Z,2019,TP,mg.L,0.09,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-05-03T00:00:01Z,2019,Turbidity,NTU,7.9,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-05-04T00:00:01Z,2019,DIN,mg.L,0.06340000000000001,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-05-04T00:00:01Z,2019,High_DO,%.Sat,49.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-05-04T00:00:01Z,2019,Low_DO,%.Sat,49.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-05-04T00:00:01Z,2019,TP,mg.L,0.17,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-05-04T00:00:01Z,2019,Turbidity,NTU,7.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-07-04T00:00:01Z,2020,DIN,mg.L,0.0621,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-07-04T00:00:01Z,2020,High_DO,%.Sat,42.3,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-07-04T00:00:01Z,2020,Low_DO,%.Sat,42.3,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-07-04T00:00:01Z,2020,TP,mg.L,0.14,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-07-04T00:00:01Z,2020,Turbidity,NTU,5,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-08-05T00:00:01Z,2020,DIN,mg.L,0.03207,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-08-05T00:00:01Z,2020,High_DO,%.Sat,50.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-08-05T00:00:01Z,2020,Low_DO,%.Sat,50.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-08-05T00:00:01Z,2020,TP,mg.L,0.15,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-08-05T00:00:01Z,2020,Turbidity,NTU,10.4,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-09-18T00:00:01Z,2020,DIN,mg.L,0.029650000000000003,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-09-18T00:00:01Z,2020,High_DO,%.Sat,38.8,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-09-18T00:00:01Z,2020,Low_DO,%.Sat,38.8,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-09-18T00:00:01Z,2020,TP,mg.L,0.19,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-09-18T00:00:01Z,2020,Turbidity,NTU,7.6,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-10-16T00:00:01Z,2020,DIN,mg.L,0.176,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-10-16T00:00:01Z,2020,High_DO,%.Sat,56,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-10-16T00:00:01Z,2020,Low_DO,%.Sat,56,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-10-16T00:00:01Z,2020,TP,mg.L,0.18,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-10-16T00:00:01Z,2020,Turbidity,NTU,10.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-11-14T00:00:01Z,2020,DIN,mg.L,0.0046,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-11-14T00:00:01Z,2020,High_DO,%.Sat,85,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-11-14T00:00:01Z,2020,Low_DO,%.Sat,85,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-11-14T00:00:01Z,2020,TP,mg.L,0.14,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-11-14T00:00:01Z,2020,Turbidity,NTU,6.2,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2019-12-10T00:00:01Z,2020,DIN,mg.L,0.0055,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2019-12-10T00:00:01Z,2020,High_DO,%.Sat,75.4,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2019-12-10T00:00:01Z,2020,Low_DO,%.Sat,75.4,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2019-12-10T00:00:01Z,2020,TP,mg.L,0.12,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2019-12-10T00:00:01Z,2020,Turbidity,NTU,38.8,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2020-01-14T00:00:01Z,2020,DIN,mg.L,0.0073100000000000005,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2020-01-14T00:00:01Z,2020,High_DO,%.Sat,76.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2020-01-14T00:00:01Z,2020,Low_DO,%.Sat,76.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2020-01-14T00:00:01Z,2020,TP,mg.L,0.05,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2020-01-14T00:00:01Z,2020,Turbidity,NTU,15.8,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2020-02-06T00:00:01Z,2020,DIN,mg.L,0.03349,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2020-02-06T00:00:01Z,2020,High_DO,%.Sat,45.39,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2020-02-06T00:00:01Z,2020,Low_DO,%.Sat,45.39,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2020-02-06T00:00:01Z,2020,TP,mg.L,0.14,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2020-02-06T00:00:01Z,2020,Turbidity,NTU,14.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2020-03-05T00:00:01Z,2020,DIN,mg.L,0.2782,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2020-03-05T00:00:01Z,2020,High_DO,%.Sat,8.45,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2020-03-05T00:00:01Z,2020,Low_DO,%.Sat,8.45,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2020-03-05T00:00:01Z,2020,TP,mg.L,0.24,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2020-03-05T00:00:01Z,2020,Turbidity,NTU,8.4,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2020-04-02T00:00:01Z,2020,DIN,mg.L,0.0943,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2020-04-02T00:00:01Z,2020,High_DO,%.Sat,52.4,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2020-04-02T00:00:01Z,2020,Low_DO,%.Sat,52.4,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2020-04-02T00:00:01Z,2020,TP,mg.L,0.15,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2020-04-02T00:00:01Z,2020,Turbidity,NTU,4.4,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2020-05-07T00:00:01Z,2020,DIN,mg.L,0.0543,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2020-05-07T00:00:01Z,2020,High_DO,%.Sat,65.83,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2020-05-07T00:00:01Z,2020,Low_DO,%.Sat,65.83,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2020-05-07T00:00:01Z,2020,TP,mg.L,0.12,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2020-05-07T00:00:01Z,2020,Turbidity,NTU,37.4,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2020-06-08T00:00:01Z,2020,DIN,mg.L,0.4375,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2020-06-08T00:00:01Z,2020,High_DO,%.Sat,49.76,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2020-06-08T00:00:01Z,2020,Low_DO,%.Sat,49.76,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2020-06-08T00:00:01Z,2020,TP,mg.L,0.15,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2020-06-08T00:00:01Z,2020,Turbidity,NTU,4.8,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2020-07-20T00:00:01Z,2021,DIN,mg.L,0.1011,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2020-07-20T00:00:01Z,2021,High_DO,%.Sat,72.13,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2020-07-20T00:00:01Z,2021,Low_DO,%.Sat,72.13,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2020-07-20T00:00:01Z,2021,TP,mg.L,0.19,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2020-07-20T00:00:01Z,2021,Turbidity,NTU,5.7,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2020-08-17T00:00:01Z,2021,DIN,mg.L,0.0948,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2020-08-17T00:00:01Z,2021,High_DO,%.Sat,44.2,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2020-08-17T00:00:01Z,2021,Low_DO,%.Sat,44.2,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2020-08-17T00:00:01Z,2021,TP,mg.L,0.18,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2020-08-17T00:00:01Z,2021,Turbidity,NTU,7.3,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
LOU6.0,2020-09-16T00:00:01Z,2021,DIN,mg.L,0.0158,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.07,0.003,0.09,high,median
LOU6.0,2020-09-16T00:00:01Z,2021,High_DO,%.Sat,61.81,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,105,0.5,120,high,median
LOU6.0,2020-09-16T00:00:01Z,2021,Low_DO,%.Sat,61.81,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,85,0.5,70,low,median
LOU6.0,2020-09-16T00:00:01Z,2021,TP,mg.L,0.1,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,0.05,0.01,0.09,high,median
LOU6.0,2020-09-16T00:00:01Z,2021,Turbidity,NTU,12.5,Ross,TCC,DT,Estuarine,Bohle River,Louisa Creek,25.2953062155325,0.182728517021832,-19.230928326,146.733112346,20,0.1,45,high,median
