Site.Name,Date,Ametryn,Atrazine,Diuron,Hexazinone,Prometryn,Simazine,Tebuthiuron,"2,4-D",Chlorpyrifos,Fipronil,Fluroxypyr,Haloxyfop (acid),Imazapic,Imidacloprid,Isoxaflutole metabolite (DKN),MCPA,Metolachlor,Metribuzin,Metsulfuron-methyl,Pendimethalin,Terbuthylazine,Triclopyr
Black River at Bruce Highway,2017-08-16T07:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-02-21T06:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.14,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Black River at Bruce Highway,2018-02-22T13:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Black River at Bruce Highway,2018-02-23T09:50:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Black River at Bruce Highway,2018-02-24T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.02,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Black River at Bruce Highway,2018-02-25T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.02,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Black River at Bruce Highway,2018-02-27T12:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Black River at Bruce Highway,2018-02-28T13:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Black River at Bruce Highway,2018-03-01T13:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-03-02T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<1
Black River at Bruce Highway,2018-03-07T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Black River at Bruce Highway,2018-03-13T05:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.2
Black River at Bruce Highway,2018-03-24T07:05:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-03-27T09:20:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-03-28T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-03-30T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-04-11T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-04-16T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-05-11T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-06-22T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-07-17T14:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-08-12T14:00:00Z,<0.02,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-10-15T14:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-11-09T14:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-11-12T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-11-24T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-11-26T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-12-11T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-12-12T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-12-15T18:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.04,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-12-16T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.04,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-12-16T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.04,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-12-17T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.04,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-12-17T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.04,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-12-18T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2018-12-26T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.2,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.1
Black River at Bruce Highway,2018-12-31T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.2,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.1
Black River at Bruce Highway,2019-01-05T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.2,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.1
Black River at Bruce Highway,2019-01-07T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.2,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.05,<0.02,<0.01,<0.1
Black River at Bruce Highway,2019-01-28T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2019-01-28T15:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2019-01-29T09:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2019-01-29T13:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2019-01-30T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2019-02-02T10:00:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,0.11
Black River at Bruce Highway,2019-02-03T08:00:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-02-05T15:00:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-02-06T11:00:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-02-09T16:30:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-02-11T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-02-15T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-02-18T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-03-01T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-03-04T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-03-15T16:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-03-18T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-03-28T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.2,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-03-29T13:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.2,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-03-30T12:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,NA,<0.02,<0.2,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-04-01T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.2,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-04-21T11:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2019-04-24T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-01-22T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.02,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-01-23T09:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.04,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-01-24T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,0.11
Black River at Bruce Highway,2020-01-26T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-01-27T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-01-28T08:40:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-01-29T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.05,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-01-30T17:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.05,<0.05,<0.02,<0.01,0.12
Black River at Bruce Highway,2020-02-01T06:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.05,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-02-03T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.05,<0.05,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-02-14T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2020-02-17T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Black River at Bruce Highway,2020-02-22T13:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-02-23T05:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,0.09
Black River at Bruce Highway,2020-02-23T17:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,NA,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-02-24T09:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-02-25T07:40:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-02-27T09:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-02-28T18:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-03-01T11:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-03-06T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-03-11T09:20:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-03-13T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-03-16T18:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-03-17T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-03-23T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-04-03T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-04-06T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Black River at Bruce Highway,2020-05-17T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-06-30T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-12-26T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-12-27T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-12-29T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2020-12-30T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,0.05
Black River at Bruce Highway,2020-12-31T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-01T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-02T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-03T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Black River at Bruce Highway,2021-01-04T08:45:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
