Site.Name,Date,Ametryn,Atrazine,Diuron,Hexazinone,Prometryn,Simazine,Tebuthiuron,"2,4-D",Chlorpyrifos,Fipronil,Fluroxypyr,Haloxyfop (acid),Imazapic,Imidacloprid,Isoxaflutole metabolite (DKN),MCPA,Metolachlor,Metribuzin,Metsulfuron-methyl,Pendimethalin,Terbuthylazine,Triclopyr
Ross River at Aplins Weir Headwater,2018-04-18T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-05-16T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-07-17T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-10-16T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-11-09T15:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-11-12T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-11-24T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-11-26T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-12-08T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-12-10T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-12-16T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-12-16T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-12-16T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-12-17T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2018-12-18T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.05,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-01-27T08:00:00Z,<0.01,0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2019-01-27T16:00:00Z,<0.01,0.03,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2019-01-28T08:00:00Z,<0.01,0.03,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2019-01-29T12:00:00Z,<0.01,0.03,<0.02,<0.01,<0.02,<0.01,<0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2019-01-30T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2019-01-31T07:00:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-02-01T08:00:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-02-02T08:00:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-02-04T08:30:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-02-09T16:30:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-02-10T07:00:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-02-11T07:00:00Z,<0.01,<0.02,<0.05,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.1,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-02-15T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-02-18T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-03-01T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.04,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-03-04T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.04,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-03-15T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-03-18T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-03-27T16:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.2,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-03-29T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,NA,<0.02,<0.2,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-03-30T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.2,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-04-01T08:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.2,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-04-21T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2019-04-24T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-01-22T09:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-01-23T09:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-01-27T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-01-28T07:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-01-29T14:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.05,<0.05,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-01-29T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.02,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.05,<0.05,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-01-30T17:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.02,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.05,<0.05,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-01T06:35:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.05,<0.05,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-03T07:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.02,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.05,<0.05,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-14T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.01,0.04,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2020-02-17T08:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.01,0.04,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.1
Ross River at Aplins Weir Headwater,2020-02-22T12:30:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,0.01,0.04,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-22T18:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-23T05:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-23T19:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-24T11:40:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-24T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,0.03,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-25T07:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-02-26T08:00:00Z,<0.01,<0.02,0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-03-02T08:30:00Z,<0.01,<0.02,0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-03-06T08:15:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-03-10T18:00:00Z,<0.01,<0.02,0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.02,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-03-12T18:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-03-16T08:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-03-17T17:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-03-23T10:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.02,<0.01,<0.02,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.01,<0.05
Ross River at Aplins Weir Headwater,2020-04-03T18:00:00Z,<0.01,<0.02,<0.02,<0.01,<0.02,<0.01,<0.01,<0.02,<0.02,<0.02,<0.05,<0.05,<0.01,<0.02,<0.02,<0.02,<0.01,<0.02,<0.02,<0.05,<0.01,<0.05
